"RdRp_ID","taxonomy","bitscore","Contig","Class"
"T3-R-H218O-P-B_NODE_2592_length_901_cov_1.621687_1","Narnaviridae",102.5,"T3-R-H218O-P-B_NODE_2592_length_901_cov_1.621687","Amabiliviricetes"
"T3-R-H218O-P-B_NODE_268_length_1630_cov_29.515715_1","Narnaviridae",27.7,"T3-R-H218O-P-B_NODE_268_length_1630_cov_29.515715","Amabiliviricetes"
"T3-R-H218O-P-B_NODE_26_length_2829_cov_8.223713_1","Narnaviridae",295.6,"T3-R-H218O-P-B_NODE_26_length_2829_cov_8.223713","Amabiliviricetes"
"T3-R-H218O-P-B_NODE_2762_length_886_cov_0.768098_1","Narnaviridae",94.3,"T3-R-H218O-P-B_NODE_2762_length_886_cov_0.768098","Amabiliviricetes"
"T3-R-H218O-P-B_NODE_29_length_2749_cov_43.379388_2","Tombusviridae",309,"T3-R-H218O-P-B_NODE_29_length_2749_cov_43.379388","Tolucaviricetes"
"T3-R-H218O-P-B_NODE_3122_length_860_cov_1.676806_1","Narnaviridae",176.4,"T3-R-H218O-P-B_NODE_3122_length_860_cov_1.676806","Amabiliviricetes"
"T3-R-H218O-P-B_NODE_3448_length_839_cov_10.223958_1","Narnaviridae",74.3,"T3-R-H218O-P-B_NODE_3448_length_839_cov_10.223958","Amabiliviricetes"
"T3-R-H218O-P-B_NODE_35_length_2631_cov_3.951953_1","Flaviviridae",25.3,"T3-R-H218O-P-B_NODE_35_length_2631_cov_3.951953","Flasuviricetes"
"T3-R-H218O-P-B_NODE_3646_length_828_cov_3.862616_2","Tombusviridae",90.1,"T3-R-H218O-P-B_NODE_3646_length_828_cov_3.862616","Tolucaviricetes"
"T3-R-H218O-P-B_NODE_4207_length_798_cov_4.339752_1","Narnaviridae",29.7,"T3-R-H218O-P-B_NODE_4207_length_798_cov_4.339752","Amabiliviricetes"
"T3-R-H218O-P-B_NODE_4440_length_788_cov_1.928870_1","Narnaviridae",22.9,"T3-R-H218O-P-B_NODE_4440_length_788_cov_1.928870","Amabiliviricetes"
"T3-R-H218O-P-B_NODE_4652_length_778_cov_3.708628_1","Narnaviridae",39,"T3-R-H218O-P-B_NODE_4652_length_778_cov_3.708628","Amabiliviricetes"
"T3-R-H218O-P-B_NODE_5893_length_735_cov_2.308735_1","Narnaviridae",112.6,"T3-R-H218O-P-B_NODE_5893_length_735_cov_2.308735","Amabiliviricetes"
"T3-R-H218O-P-B_NODE_5959_length_733_cov_2.722054_1","Tombusviridae",116.6,"T3-R-H218O-P-B_NODE_5959_length_733_cov_2.722054","Tolucaviricetes"
"T3-R-H218O-P-B_NODE_615_length_1312_cov_6.754230_1","Narnaviridae",241.8,"T3-R-H218O-P-B_NODE_615_length_1312_cov_6.754230","Amabiliviricetes"
"T3-R-H218O-P-B_NODE_642_length_1295_cov_9.914216_1","Narnaviridae",66.4,"T3-R-H218O-P-B_NODE_642_length_1295_cov_9.914216","Amabiliviricetes"
"T3-R-H218O-P-B_NODE_6482_length_718_cov_2.137558_1","Partitiviridae",110.2,"T3-R-H218O-P-B_NODE_6482_length_718_cov_2.137558","Duplopiviricetes"
"T3-R-H218O-P-B_NODE_7126_length_702_cov_1.502377_1","Closteroviridae",28.7,"T3-R-H218O-P-B_NODE_7126_length_702_cov_1.502377","Alsuviricetes"
"T3-R-H218O-P-B_NODE_722_length_1260_cov_4.633305_1","Partitiviridae",142.1,"T3-R-H218O-P-B_NODE_722_length_1260_cov_4.633305","Duplopiviricetes"
"T3-R-H218O-P-B_NODE_7335_length_697_cov_1.565495_1","Narnaviridae",65.6,"T3-R-H218O-P-B_NODE_7335_length_697_cov_1.565495","Amabiliviricetes"
"T3-R-H218O-P-B_NODE_7465_length_694_cov_1.889246_1","Narnaviridae",179.8,"T3-R-H218O-P-B_NODE_7465_length_694_cov_1.889246","Amabiliviricetes"
"T3-R-H218O-P-B_NODE_7720_length_688_cov_1.209076_1","Narnaviridae",96.5,"T3-R-H218O-P-B_NODE_7720_length_688_cov_1.209076","Amabiliviricetes"
"T3-R-H218O-P-B_NODE_7_length_3962_cov_8.276022_4","Deltaflexiviridae",125.8,"T3-R-H218O-P-B_NODE_7_length_3962_cov_8.276022","Alsuviricetes"
"T3-R-H218O-P-B_NODE_830_length_1209_cov_4.289104_1","Narnaviridae",97.7,"T3-R-H218O-P-B_NODE_830_length_1209_cov_4.289104","Amabiliviricetes"
"T3-R-H218O-P-B_NODE_8835_length_665_cov_1.437710_1","Narnaviridae",27,"T3-R-H218O-P-B_NODE_8835_length_665_cov_1.437710","Amabiliviricetes"
"T3-R-H218O-P-B_NODE_9448_length_655_cov_1.965753_1","Narnaviridae",78.2,"T3-R-H218O-P-B_NODE_9448_length_655_cov_1.965753","Amabiliviricetes"
"T3-R-H218O-P-C_NODE_1001_length_1382_cov_2.936690_1","Narnaviridae",178.8,"T3-R-H218O-P-C_NODE_1001_length_1382_cov_2.936690","Amabiliviricetes"
"T3-R-H218O-P-C_NODE_1015_length_1375_cov_12.762270_1","Narnaviridae",44.8,"T3-R-H218O-P-C_NODE_1015_length_1375_cov_12.762270","Amabiliviricetes"
"T3-R-H218O-P-C_NODE_10505_length_763_cov_5.750000_1","Partitiviridae",25.6,"T3-R-H218O-P-C_NODE_10505_length_763_cov_5.750000","Duplopiviricetes"
"T3-R-H218O-P-C_NODE_1057_length_1362_cov_4.292022_1","Partitiviridae",77.7,"T3-R-H218O-P-C_NODE_1057_length_1362_cov_4.292022","Duplopiviricetes"
"T3-R-H218O-P-C_NODE_11106_length_753_cov_2.719941_1","Partitiviridae",98.5,"T3-R-H218O-P-C_NODE_11106_length_753_cov_2.719941","Duplopiviricetes"
"T3-R-H218O-P-C_NODE_11434_length_747_cov_5.507396_1","Narnaviridae",228.5,"T3-R-H218O-P-C_NODE_11434_length_747_cov_5.507396","Amabiliviricetes"
"T3-R-H218O-P-C_NODE_11460_length_747_cov_2.485207_1","Narnaviridae",21.8,"T3-R-H218O-P-C_NODE_11460_length_747_cov_2.485207","Amabiliviricetes"
"T3-R-H218O-P-C_NODE_11871_length_740_cov_4.153961_1","Narnaviridae",64.1,"T3-R-H218O-P-C_NODE_11871_length_740_cov_4.153961","Amabiliviricetes"
"T3-R-H218O-P-C_NODE_12243_length_734_cov_4.458522_1","Narnaviridae",263.4,"T3-R-H218O-P-C_NODE_12243_length_734_cov_4.458522","Amabiliviricetes"
"T3-R-H218O-P-C_NODE_12_length_4096_cov_43.690186_3","Narnaviridae",24.9,"T3-R-H218O-P-C_NODE_12_length_4096_cov_43.690186","Amabiliviricetes"
"T3-R-H218O-P-C_NODE_13657_length_714_cov_2.012442_1","Hypoviridae",82.2,"T3-R-H218O-P-C_NODE_13657_length_714_cov_2.012442","Duplopiviricetes"
"T3-R-H218O-P-C_NODE_14035_length_709_cov_1.465517_1","Tombusviridae",168.9,"T3-R-H218O-P-C_NODE_14035_length_709_cov_1.465517","Tolucaviricetes"
"T3-R-H218O-P-C_NODE_15729_length_689_cov_1.775081_1","Narnaviridae",150.5,"T3-R-H218O-P-C_NODE_15729_length_689_cov_1.775081","Amabiliviricetes"
"T3-R-H218O-P-C_NODE_16645_length_680_cov_1.090312_1","Narnaviridae",56.9,"T3-R-H218O-P-C_NODE_16645_length_680_cov_1.090312","Amabiliviricetes"
"T3-R-H218O-P-C_NODE_16787_length_678_cov_3.219110_1","Tombusviridae",125.6,"T3-R-H218O-P-C_NODE_16787_length_678_cov_3.219110","Tolucaviricetes"
"T3-R-H218O-P-C_NODE_1765_length_1204_cov_2.365402_1","Narnaviridae",26.8,"T3-R-H218O-P-C_NODE_1765_length_1204_cov_2.365402","Amabiliviricetes"
"T3-R-H218O-P-C_NODE_17978_length_666_cov_2.189916_1","Narnaviridae",37.7,"T3-R-H218O-P-C_NODE_17978_length_666_cov_2.189916","Amabiliviricetes"
"T3-R-H218O-P-C_NODE_18076_length_665_cov_2.062290_1","Narnaviridae",177.2,"T3-R-H218O-P-C_NODE_18076_length_665_cov_2.062290","Amabiliviricetes"
"T3-R-H218O-P-C_NODE_1809_length_1199_cov_3.631206_1","Tombusviridae",108.1,"T3-R-H218O-P-C_NODE_1809_length_1199_cov_3.631206","Tolucaviricetes"
"T3-R-H218O-P-C_NODE_18286_length_663_cov_3.170608_1","Narnaviridae",196.2,"T3-R-H218O-P-C_NODE_18286_length_663_cov_3.170608","Amabiliviricetes"
"T3-R-H218O-P-C_NODE_18662_length_660_cov_3.091681_1","Partitiviridae",79.3,"T3-R-H218O-P-C_NODE_18662_length_660_cov_3.091681","Duplopiviricetes"
"T3-R-H218O-P-C_NODE_1_length_6918_cov_11.995180_2","Picornaviridae",86.8,"T3-R-H218O-P-C_NODE_1_length_6918_cov_11.995180","Pisoniviricetes"
"T3-R-H218O-P-C_NODE_22830_length_627_cov_5.812950_1","Narnaviridae",52.3,"T3-R-H218O-P-C_NODE_22830_length_627_cov_5.812950","Amabiliviricetes"
"T3-R-H218O-P-C_NODE_2298_length_1126_cov_3.310900_1","Narnaviridae",293.9,"T3-R-H218O-P-C_NODE_2298_length_1126_cov_3.310900","Amabiliviricetes"
"T3-R-H218O-P-C_NODE_23318_length_624_cov_3.529837_1","Partitiviridae",114.4,"T3-R-H218O-P-C_NODE_23318_length_624_cov_3.529837","Duplopiviricetes"
"T3-R-H218O-P-C_NODE_2456_length_1106_cov_3.389372_1","Narnaviridae",138.5,"T3-R-H218O-P-C_NODE_2456_length_1106_cov_3.389372","Amabiliviricetes"
"T3-R-H218O-P-C_NODE_24_length_3764_cov_23.070674_1","Alphaflexiviridae",93.5,"T3-R-H218O-P-C_NODE_24_length_3764_cov_23.070674","Alsuviricetes"
"T3-R-H218O-P-C_NODE_27_length_3510_cov_50.501309_3","Narnaviridae",32,"T3-R-H218O-P-C_NODE_27_length_3510_cov_50.501309","Amabiliviricetes"
"T3-R-H218O-P-C_NODE_28_length_3508_cov_129.514984_2","Partitiviridae",35.9,"T3-R-H218O-P-C_NODE_28_length_3508_cov_129.514984","Duplopiviricetes"
"T3-R-H218O-P-C_NODE_306_length_1865_cov_6.125975_1","Narnaviridae",307.2,"T3-R-H218O-P-C_NODE_306_length_1865_cov_6.125975","Amabiliviricetes"
"T3-R-H218O-P-C_NODE_3199_length_1034_cov_3.542056_1","Qinviridae",61.7,"T3-R-H218O-P-C_NODE_3199_length_1034_cov_3.542056","Chunqiuviricetes"
"T3-R-H218O-P-C_NODE_3347_length_1023_cov_3.544118_1","Narnaviridae",284.4,"T3-R-H218O-P-C_NODE_3347_length_1023_cov_3.544118","Amabiliviricetes"
"T3-R-H218O-P-C_NODE_3373_length_1021_cov_5.882105_1","Narnaviridae",87.9,"T3-R-H218O-P-C_NODE_3373_length_1021_cov_5.882105","Amabiliviricetes"
"T3-R-H218O-P-C_NODE_3390_length_1020_cov_1.239199_1","Narnaviridae",65.7,"T3-R-H218O-P-C_NODE_3390_length_1020_cov_1.239199","Amabiliviricetes"
"T3-R-H218O-P-C_NODE_3401_length_1018_cov_16.552270_1","Partitiviridae",139.7,"T3-R-H218O-P-C_NODE_3401_length_1018_cov_16.552270","Duplopiviricetes"
"T3-R-H218O-P-C_NODE_3689_length_997_cov_6.684665_1","Tombusviridae",267.5,"T3-R-H218O-P-C_NODE_3689_length_997_cov_6.684665","Tolucaviricetes"
"T3-R-H218O-P-C_NODE_3784_length_991_cov_6.572826_1","Narnaviridae",108,"T3-R-H218O-P-C_NODE_3784_length_991_cov_6.572826","Amabiliviricetes"
"T3-R-H218O-P-C_NODE_4045_length_975_cov_5.779867_1","Endornaviridae",41.2,"T3-R-H218O-P-C_NODE_4045_length_975_cov_5.779867","Alsuviricetes"
"T3-R-H218O-P-C_NODE_4065_length_974_cov_9.803987_1","Narnaviridae",42,"T3-R-H218O-P-C_NODE_4065_length_974_cov_9.803987","Amabiliviricetes"
"T3-R-H218O-P-C_NODE_430_length_1730_cov_2.770344_1","Narnaviridae",162.5,"T3-R-H218O-P-C_NODE_430_length_1730_cov_2.770344","Amabiliviricetes"
"T3-R-H218O-P-C_NODE_4394_length_954_cov_1.723669_1","Qinviridae",76.4,"T3-R-H218O-P-C_NODE_4394_length_954_cov_1.723669","Chunqiuviricetes"
"T3-R-H218O-P-C_NODE_4625_length_941_cov_5.385057_1","Narnaviridae",32.5,"T3-R-H218O-P-C_NODE_4625_length_941_cov_5.385057","Amabiliviricetes"
"T3-R-H218O-P-C_NODE_472_length_1693_cov_5.121455_1","Narnaviridae",272.5,"T3-R-H218O-P-C_NODE_472_length_1693_cov_5.121455","Amabiliviricetes"
"T3-R-H218O-P-C_NODE_473_length_1691_cov_3.182716_1","Narnaviridae",249.6,"T3-R-H218O-P-C_NODE_473_length_1691_cov_3.182716","Amabiliviricetes"
"T3-R-H218O-P-C_NODE_5163_length_915_cov_2.054502_1","Alphaflexiviridae",47.5,"T3-R-H218O-P-C_NODE_5163_length_915_cov_2.054502","Alsuviricetes"
"T3-R-H218O-P-C_NODE_521_length_1645_cov_5.914867_1","Narnaviridae",287.2,"T3-R-H218O-P-C_NODE_521_length_1645_cov_5.914867","Amabiliviricetes"
"T3-R-H218O-P-C_NODE_5260_length_910_cov_2.266985_1","Narnaviridae",170.9,"T3-R-H218O-P-C_NODE_5260_length_910_cov_2.266985","Amabiliviricetes"
"T3-R-H218O-P-C_NODE_526_length_1642_cov_9.115850_1","Narnaviridae",26,"T3-R-H218O-P-C_NODE_526_length_1642_cov_9.115850","Amabiliviricetes"
"T3-R-H218O-P-C_NODE_5643_length_893_cov_3.732360_1","Partitiviridae",68.6,"T3-R-H218O-P-C_NODE_5643_length_893_cov_3.732360","Duplopiviricetes"
"T3-R-H218O-P-C_NODE_572_length_1607_cov_11.371745_1","Narnaviridae",68.6,"T3-R-H218O-P-C_NODE_572_length_1607_cov_11.371745","Amabiliviricetes"
"T3-R-H218O-P-C_NODE_633_length_1572_cov_6.720187_1","Narnaviridae",195.3,"T3-R-H218O-P-C_NODE_633_length_1572_cov_6.720187","Amabiliviricetes"
"T3-R-H218O-P-C_NODE_638_length_1565_cov_9.756359_1","Alphaflexiviridae",77.7,"T3-R-H218O-P-C_NODE_638_length_1565_cov_9.756359","Alsuviricetes"
"T3-R-H218O-P-C_NODE_7273_length_838_cov_1.752282_1","Narnaviridae",66.1,"T3-R-H218O-P-C_NODE_7273_length_838_cov_1.752282","Amabiliviricetes"
"T3-R-H218O-P-C_NODE_7437_length_833_cov_3.119423_1","Narnaviridae",27.8,"T3-R-H218O-P-C_NODE_7437_length_833_cov_3.119423","Amabiliviricetes"
"T3-R-H218O-P-C_NODE_744_length_1497_cov_12.271388_1","Closteroviridae",42.1,"T3-R-H218O-P-C_NODE_744_length_1497_cov_12.271388","Alsuviricetes"
"T3-R-H218O-P-C_NODE_759_length_1490_cov_2.365046_1","Narnaviridae",153.8,"T3-R-H218O-P-C_NODE_759_length_1490_cov_2.365046","Amabiliviricetes"
"T3-R-H218O-P-C_NODE_762_length_1489_cov_1.565585_1","Narnaviridae",91.1,"T3-R-H218O-P-C_NODE_762_length_1489_cov_1.565585","Amabiliviricetes"
"T3-R-H218O-P-C_NODE_7668_length_827_cov_2.736772_1","Narnaviridae",19.5,"T3-R-H218O-P-C_NODE_7668_length_827_cov_2.736772","Amabiliviricetes"
"T3-R-H218O-P-C_NODE_789_length_1477_cov_2.034139_1","Narnaviridae",34.3,"T3-R-H218O-P-C_NODE_789_length_1477_cov_2.034139","Amabiliviricetes"
"T3-R-H218O-P-C_NODE_8059_length_816_cov_3.080537_1","Narnaviridae",165.3,"T3-R-H218O-P-C_NODE_8059_length_816_cov_3.080537","Amabiliviricetes"
"T3-R-H218O-P-C_NODE_84_length_2572_cov_5.928029_1","Narnaviridae",27.7,"T3-R-H218O-P-C_NODE_84_length_2572_cov_5.928029","Amabiliviricetes"
"T3-R-H218O-P-C_NODE_885_length_1430_cov_14.331126_1","Narnaviridae",167.6,"T3-R-H218O-P-C_NODE_885_length_1430_cov_14.331126","Amabiliviricetes"
"T3-R-H218O-P-C_NODE_89_length_2514_cov_12.815391_1","Narnaviridae",245.2,"T3-R-H218O-P-C_NODE_89_length_2514_cov_12.815391","Amabiliviricetes"
"T3-R-H218O-P-C_NODE_992_length_1386_cov_3.045627_1","Narnaviridae",230.6,"T3-R-H218O-P-C_NODE_992_length_1386_cov_3.045627","Amabiliviricetes"
"T3-R-H2O-A_NODE_10_length_4605_cov_16.215483_4","Narnaviridae",36.4,"T3-R-H2O-A_NODE_10_length_4605_cov_16.215483","Amabiliviricetes"
"T3-R-H2O-A_NODE_11111_length_967_cov_3.222098_1","Narnaviridae",266.3,"T3-R-H2O-A_NODE_11111_length_967_cov_3.222098","Amabiliviricetes"
"T3-R-H2O-A_NODE_1147_length_1760_cov_3.932504_1","Partitiviridae",429.5,"T3-R-H2O-A_NODE_1147_length_1760_cov_3.932504","Duplopiviricetes"
"T3-R-H2O-A_NODE_11480_length_958_cov_4.149944_1","Narnaviridae",62.5,"T3-R-H2O-A_NODE_11480_length_958_cov_4.149944","Amabiliviricetes"
"T3-R-H2O-A_NODE_11506_length_958_cov_1.239008_2","Narnaviridae",240.2,"T3-R-H2O-A_NODE_11506_length_958_cov_1.239008","Amabiliviricetes"
"T3-R-H2O-A_NODE_1193_length_1742_cov_24.102334_1","Closteroviridae",46.6,"T3-R-H2O-A_NODE_1193_length_1742_cov_24.102334","Alsuviricetes"
"T3-R-H2O-A_NODE_121_length_2961_cov_8.188927_1","Narnaviridae",244.1,"T3-R-H2O-A_NODE_121_length_2961_cov_8.188927","Amabiliviricetes"
"T3-R-H2O-A_NODE_12293_length_940_cov_3.219793_1","Narnaviridae",40,"T3-R-H2O-A_NODE_12293_length_940_cov_3.219793","Amabiliviricetes"
"T3-R-H2O-A_NODE_1259_length_1717_cov_13.792224_1","Partitiviridae",128.1,"T3-R-H2O-A_NODE_1259_length_1717_cov_13.792224","Duplopiviricetes"
"T3-R-H2O-A_NODE_12697_length_931_cov_5.760465_1","Picobirnaviridae",77.1,"T3-R-H2O-A_NODE_12697_length_931_cov_5.760465","Duplopiviricetes"
"T3-R-H2O-A_NODE_126_length_2951_cov_38.339236_2","Tombusviridae",329.6,"T3-R-H2O-A_NODE_126_length_2951_cov_38.339236","Tolucaviricetes"
"T3-R-H2O-A_NODE_13007_length_925_cov_5.688525_1","Narnaviridae",106.3,"T3-R-H2O-A_NODE_13007_length_925_cov_5.688525","Amabiliviricetes"
"T3-R-H2O-A_NODE_1321_length_1699_cov_77.082924_1","Narnaviridae",65.6,"T3-R-H2O-A_NODE_1321_length_1699_cov_77.082924","Amabiliviricetes"
"T3-R-H2O-A_NODE_1338_length_1693_cov_8.061036_1","Narnaviridae",253.6,"T3-R-H2O-A_NODE_1338_length_1693_cov_8.061036","Amabiliviricetes"
"T3-R-H2O-A_NODE_1372_length_1683_cov_12.599876_2","Partitiviridae",147.5,"T3-R-H2O-A_NODE_1372_length_1683_cov_12.599876","Duplopiviricetes"
"T3-R-H2O-A_NODE_1430_length_1667_cov_16.118421_1","Partitiviridae",147.6,"T3-R-H2O-A_NODE_1430_length_1667_cov_16.118421","Duplopiviricetes"
"T3-R-H2O-A_NODE_15447_length_883_cov_1.528325_2","Narnaviridae",23.4,"T3-R-H2O-A_NODE_15447_length_883_cov_1.528325","Amabiliviricetes"
"T3-R-H2O-A_NODE_154_length_2828_cov_6.777294_1","Narnaviridae",29.5,"T3-R-H2O-A_NODE_154_length_2828_cov_6.777294","Amabiliviricetes"
"T3-R-H2O-A_NODE_1562_length_1628_cov_4.508028_1","Narnaviridae",22.3,"T3-R-H2O-A_NODE_1562_length_1628_cov_4.508028","Amabiliviricetes"
"T3-R-H2O-A_NODE_16542_length_866_cov_6.547170_1","Narnaviridae",23.4,"T3-R-H2O-A_NODE_16542_length_866_cov_6.547170","Amabiliviricetes"
"T3-R-H2O-A_NODE_18113_length_846_cov_1.757419_1","Iflaviridae",48.6,"T3-R-H2O-A_NODE_18113_length_846_cov_1.757419","Pisoniviricetes"
"T3-R-H2O-A_NODE_18989_length_835_cov_5.888743_1","Tombusviridae",190.5,"T3-R-H2O-A_NODE_18989_length_835_cov_5.888743","Tolucaviricetes"
"T3-R-H2O-A_NODE_19085_length_834_cov_4.355177_1","Narnaviridae",22.7,"T3-R-H2O-A_NODE_19085_length_834_cov_4.355177","Amabiliviricetes"
"T3-R-H2O-A_NODE_1961_length_1540_cov_2.888359_1","Narnaviridae",37.6,"T3-R-H2O-A_NODE_1961_length_1540_cov_2.888359","Amabiliviricetes"
"T3-R-H2O-A_NODE_20121_length_822_cov_1.487350_1","Narnaviridae",77.9,"T3-R-H2O-A_NODE_20121_length_822_cov_1.487350","Amabiliviricetes"
"T3-R-H2O-A_NODE_20269_length_820_cov_3.484646_1","Alphaflexiviridae",73.1,"T3-R-H2O-A_NODE_20269_length_820_cov_3.484646","Alsuviricetes"
"T3-R-H2O-A_NODE_20_length_4073_cov_25.266117_1","Narnaviridae",22.6,"T3-R-H2O-A_NODE_20_length_4073_cov_25.266117","Amabiliviricetes"
"T3-R-H2O-A_NODE_21487_length_807_cov_2.710598_1","Narnaviridae",103.1,"T3-R-H2O-A_NODE_21487_length_807_cov_2.710598","Amabiliviricetes"
"T3-R-H2O-A_NODE_21837_length_804_cov_1.477490_1","Narnaviridae",70.8,"T3-R-H2O-A_NODE_21837_length_804_cov_1.477490","Amabiliviricetes"
"T3-R-H2O-A_NODE_22220_length_800_cov_2.348422_1","Narnaviridae",70,"T3-R-H2O-A_NODE_22220_length_800_cov_2.348422","Amabiliviricetes"
"T3-R-H2O-A_NODE_226_length_2618_cov_4.699647_2","Narnaviridae",318.1,"T3-R-H2O-A_NODE_226_length_2618_cov_4.699647","Amabiliviricetes"
"T3-R-H2O-A_NODE_23_length_4027_cov_67.095804_1","Narnaviridae",22.8,"T3-R-H2O-A_NODE_23_length_4027_cov_67.095804","Amabiliviricetes"
"T3-R-H2O-A_NODE_2431_length_1458_cov_6.243691_1","Tombusviridae",228.3,"T3-R-H2O-A_NODE_2431_length_1458_cov_6.243691","Tolucaviricetes"
"T3-R-H2O-A_NODE_2590_length_1433_cov_4.488987_1","Narnaviridae",58.2,"T3-R-H2O-A_NODE_2590_length_1433_cov_4.488987","Amabiliviricetes"
"T3-R-H2O-A_NODE_26199_length_764_cov_1.865801_1","Narnaviridae",291.5,"T3-R-H2O-A_NODE_26199_length_764_cov_1.865801","Amabiliviricetes"
"T3-R-H2O-A_NODE_2727_length_1413_cov_2.720566_1","Narnaviridae",26.6,"T3-R-H2O-A_NODE_2727_length_1413_cov_2.720566","Amabiliviricetes"
"T3-R-H2O-A_NODE_28417_length_747_cov_2.128698_1","Narnaviridae",20.8,"T3-R-H2O-A_NODE_28417_length_747_cov_2.128698","Amabiliviricetes"
"T3-R-H2O-A_NODE_28626_length_745_cov_5.446588_1","Narnaviridae",219.2,"T3-R-H2O-A_NODE_28626_length_745_cov_5.446588","Amabiliviricetes"
"T3-R-H2O-A_NODE_2889_length_1391_cov_3.066667_1","Partitiviridae",110.1,"T3-R-H2O-A_NODE_2889_length_1391_cov_3.066667","Duplopiviricetes"
"T3-R-H2O-A_NODE_2924_length_1387_cov_3.475684_1","Narnaviridae",54.3,"T3-R-H2O-A_NODE_2924_length_1387_cov_3.475684","Amabiliviricetes"
"T3-R-H2O-A_NODE_293_length_2454_cov_8.036928_1","Narnaviridae",239.5,"T3-R-H2O-A_NODE_293_length_2454_cov_8.036928","Amabiliviricetes"
"T3-R-H2O-A_NODE_29453_length_739_cov_3.847305_1","Narnaviridae",45.3,"T3-R-H2O-A_NODE_29453_length_739_cov_3.847305","Amabiliviricetes"
"T3-R-H2O-A_NODE_29_length_3836_cov_20.454980_1","Narnaviridae",25.5,"T3-R-H2O-A_NODE_29_length_3836_cov_20.454980","Amabiliviricetes"
"T3-R-H2O-A_NODE_30003_length_735_cov_4.719880_1","Narnaviridae",23.2,"T3-R-H2O-A_NODE_30003_length_735_cov_4.719880","Amabiliviricetes"
"T3-R-H2O-A_NODE_3109_length_1364_cov_3.846094_1","Narnaviridae",72.6,"T3-R-H2O-A_NODE_3109_length_1364_cov_3.846094","Amabiliviricetes"
"T3-R-H2O-A_NODE_319_length_2399_cov_7.198024_1","Narnaviridae",51.1,"T3-R-H2O-A_NODE_319_length_2399_cov_7.198024","Amabiliviricetes"
"T3-R-H2O-A_NODE_3204_length_1352_cov_47.010929_1","Narnaviridae",290.2,"T3-R-H2O-A_NODE_3204_length_1352_cov_47.010929","Amabiliviricetes"
"T3-R-H2O-A_NODE_3212_length_1352_cov_2.658080_1","Partitiviridae",80.1,"T3-R-H2O-A_NODE_3212_length_1352_cov_2.658080","Duplopiviricetes"
"T3-R-H2O-A_NODE_32470_length_719_cov_11.027778_1","Tombusviridae",119.3,"T3-R-H2O-A_NODE_32470_length_719_cov_11.027778","Tolucaviricetes"
"T3-R-H2O-A_NODE_32647_length_718_cov_4.429675_1","Narnaviridae",44.4,"T3-R-H2O-A_NODE_32647_length_718_cov_4.429675","Amabiliviricetes"
"T3-R-H2O-A_NODE_32907_length_717_cov_1.961300_1","Picornaviridae",83.7,"T3-R-H2O-A_NODE_32907_length_717_cov_1.961300","Pisoniviricetes"
"T3-R-H2O-A_NODE_34596_length_707_cov_2.897799_1","Tombusviridae",172.3,"T3-R-H2O-A_NODE_34596_length_707_cov_2.897799","Tolucaviricetes"
"T3-R-H2O-A_NODE_36262_length_698_cov_2.253589_1","Narnaviridae",53.9,"T3-R-H2O-A_NODE_36262_length_698_cov_2.253589","Amabiliviricetes"
"T3-R-H2O-A_NODE_3638_length_1306_cov_3.992713_1","Hypoviridae",37.3,"T3-R-H2O-A_NODE_3638_length_1306_cov_3.992713","Duplopiviricetes"
"T3-R-H2O-A_NODE_36584_length_696_cov_3.347200_1","Partitiviridae",70.9,"T3-R-H2O-A_NODE_36584_length_696_cov_3.347200","Duplopiviricetes"
"T3-R-H2O-A_NODE_378_length_2283_cov_13.179024_1","Narnaviridae",257.9,"T3-R-H2O-A_NODE_378_length_2283_cov_13.179024","Amabiliviricetes"
"T3-R-H2O-A_NODE_37907_length_689_cov_5.300971_1","Partitiviridae",69.6,"T3-R-H2O-A_NODE_37907_length_689_cov_5.300971","Duplopiviricetes"
"T3-R-H2O-A_NODE_37951_length_689_cov_2.707120_1","Narnaviridae",146.7,"T3-R-H2O-A_NODE_37951_length_689_cov_2.707120","Amabiliviricetes"
"T3-R-H2O-A_NODE_40964_length_675_cov_1.367550_1","Partitiviridae",177,"T3-R-H2O-A_NODE_40964_length_675_cov_1.367550","Duplopiviricetes"
"T3-R-H2O-A_NODE_41227_length_673_cov_6.031561_1","Closteroviridae",22.2,"T3-R-H2O-A_NODE_41227_length_673_cov_6.031561","Alsuviricetes"
"T3-R-H2O-A_NODE_414_length_2235_cov_14.038817_1","Narnaviridae",166.3,"T3-R-H2O-A_NODE_414_length_2235_cov_14.038817","Amabiliviricetes"
"T3-R-H2O-A_NODE_41633_length_671_cov_5.128333_1","Narnaviridae",21.7,"T3-R-H2O-A_NODE_41633_length_671_cov_5.128333","Amabiliviricetes"
"T3-R-H2O-A_NODE_42584_length_667_cov_2.979866_1","Narnaviridae",250,"T3-R-H2O-A_NODE_42584_length_667_cov_2.979866","Amabiliviricetes"
"T3-R-H2O-A_NODE_43898_length_662_cov_1.285956_1","Partitiviridae",83.2,"T3-R-H2O-A_NODE_43898_length_662_cov_1.285956","Duplopiviricetes"
"T3-R-H2O-A_NODE_4436_length_1238_cov_2.671808_1","Narnaviridae",301.6,"T3-R-H2O-A_NODE_4436_length_1238_cov_2.671808","Amabiliviricetes"
